,url,product_code,tltle,price_discount,price_main,stock,Крепость,Бренд,Сорта винограда,Регион,Вино,Насыщенность,Объем,Глубина цвета,Производитель,Сайт производителя,Подходит к,Температура сервировки,Вкус,product_type,Сайт бренда,Потенциал хранения,Страна производства,Органическое,Биодинамическое,Игристое вино/шампанское,Разновидность
0,https://winestyle.ru/products/Alma-Valley-Pique-Nique-Red-Semi-Dry-2023.html,Артикул: в251027,"Альма Валей, ""Пикник"" Красное Полусухое, 2023, 750 мл",799 ₽,939 ₽,in_stock,13.5 %,Pique-Nique,Сира; Пино Нуар,Россия; Крым,Красное; Полусухое,среднее,0.75 л,тёмное,Alma Valley,http://alma-valley.ru/,аперитив; десерты; шоколад; пикник; фруктовый десерт,16–18 °С,свежий; ягоды; приятный; терпкий; долгий/продолжительный,wine,,,,,,,
1,https://winestyle.ru/products/Chateau-Tamagne-Krasnostop-de-Tamagne.html,Артикул: в59018,"Шато Тамань, Красностоп, 750 мл",,649 ₽,in_stock,13 %,Chateau Tamagne,Красностоп Анапский,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,тёмное,Кубань-Вино,http://kuban-vino.ru/,мясо; сыры,14–16 °С,свежий; черная смородина; чернослив; богатый; насыщенный/интенсивный,wine,https://chateautamagne.ru,,,,,,
2,https://winestyle.ru/products/Fanagoria-Zelenoe-Vino-Riesling-Tsitronnyy-Magaracha-Merlot.html,Артикул: в210110,"Fanagoria, ""Zelenoe Vino"" Riesling-Tsitronnyy Magaracha-Merlot, 750 мл",,629 ₽,in_stock,10 %,Зеленое Вино,Рислинг; Цитронный Магарача; Мерло,Россия; Краснодарский край,Розовое; Полусухое,лёгкое,0.75 л,светлое,Фанагория,http://www.fanagoria.ru/,рыба; белое мясо; морепродукты/дары моря; ягодный десерт,8–10 °C,фруктовый; свежий; сочный; ягоды; долгий/продолжительный; кислинка,wine,,,,,,,
3,https://winestyle.ru/products/Massandra-Port-red-Livadia.html,Артикул: в28425,"Massandra, Port red ""Livadia"", 750 мл",799 ₽,920 ₽,in_stock,18.5 %,,Каберне Совиньон,Россия; Крым,Портвейн; Сладкое,среднее,0.75 л,тёмное,Массандра,http://massandra.su/,десерты; дижестив; голубой сыр; шоколад; орехи,16–18 °С,вишня; сбалансированный; гармоничный; долгий/продолжительный; шелковистый; вишневая косточка,wine,,,,,,,
4,https://winestyle.ru/products/Alma-Valley-Pique-Nique-White-Semi-Dry-2023.html,Артикул: в251041,"""Пикник"" Белое полусухое, 2023, 750 мл",799 ₽,939 ₽,in_stock,13.5 %,Pique-Nique,Коломбар; Ркацители,Россия; Крым,Белое; Полусухое,лёгкое,0.75 л,светлое,Alma Valley,http://alma-valley.ru/,рыба; аперитив; закуски; холодные закуски,9-12 °С,фруктовый; легкое; приятный; сбалансированный; освежающий,wine,,,,,,,
5,https://winestyle.ru/products/Fanagoria-F-Style-Cabernet.html,Артикул: в116423,"""Ф-Стиль"" Каберне, 750 мл",,539 ₽,in_stock,13.5 %,F-Style,Каберне Совиньон,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,тёмное,Фанагория,http://www.fanagoria.ru/,мясо; свинина; пицца; говядина,14–16 °С,фруктовый; насыщенный/интенсивный; приятный; терпкий; долгий/продолжительный,wine,,,,,,,
6,https://winestyle.ru/products/Massandra-Muscat-White-Red-Stone.html,Артикул: в28326,"Massandra, Muscat White ""Red Stone"", 750 мл",,1 290 ₽,in_stock,13 %,,Москато Бьянко,Россия; Крым,Белое; Сладкое,среднее,0.75 л,умеренное,Массандра,http://massandra.su/,десерты; дижестив; пирог; выпечка; голубой сыр; пирожные; шоколад; сухофрукты,10–12 °С,свежий; цитрусовые; мягкий; гармоничный; долгий/продолжительный; нежный; изысканный/элегантный; бархатистый,wine,,,,,,,
7,https://winestyle.ru/products/Solnechnaya-Dolina-Chernyj-Doctor-Solnechnoy-Doliny.html,Артикул: в59013,"Solnechnaya Dolina, ""Chernyj Doctor Solnechnoy Doliny"", 750 мл",,2 820 ₽,in_stock,16 %,,Джеват-Кара; Кефесия; Эким-Кара,Россия; Крым,Десертное; Сладкое,среднее,0.75 л,насыщенное,Солнечная Долина,http://sunvalley1888.ru/,десерты; дижестив; голубой сыр; шоколад; орехи; горький шоколад,16–18 °С,сливки; сухофрукты; какао; сбалансированный; терпкий; долгий/продолжительный; тутовник/шелковица; бархатистый,wine,,,,,,,
8,https://winestyle.ru/products/Golubitskoe-Estate-Merlot-2022.html,Артикул: в239412,"Поместье Голубицкое, Мерло, 2022, 750 мл",949 ₽,1 790 ₽,in_stock,13.5 %,,Мерло,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,тёмное,Golubitskoe Estate / Villa Romanov,http://golubitskoe-estate.ru/,мясо; салат; грибы; овощи; печень; соус,18–20 °С,фруктовый; цветочный; пряный/острый; округлый; насыщенный/интенсивный; долгий/продолжительный; тонкий,wine,,,,,,,
9,https://winestyle.ru/products/Solnechnaya-Dolina-White-Dry-Limited-Edition.html,Артикул: в197094,"""Solnechnaya Dolina"" White Dry, Limited Edition, 750 мл",,539 ₽,in_stock,12 %,,Алиготе; Ркацители; Кокур,Россия; Крым,Белое; Сухое,лёгкое,0.75 л,светлое,Солнечная Долина,http://sunvalley1888.ru/,рыба; белое мясо; морепродукты/дары моря; паста; овощи,10–12 °С,фруктовый; цветочный; свежий; сухой; легкое; приятный; гармоничный,wine,,,,,,,
10,https://winestyle.ru/products/Inkerman-Cabernet.html,Артикул: в146106,"Inkerman, Cabernet, 700 мл",379 ₽,440 ₽,in_stock,14.5 %,,Каберне Совиньон,Россия; Крым; Севастополь,Красное; Сухое,среднее,0.7 л,насыщенное,Инкерман,http://inkerman.ru/,мясо; птица; красное мясо; паста; сыры,15-18 °С,свежий; красные ягоды; черные ягоды; насыщенный/интенсивный; сбалансированный; терпкий; гармоничный; долгий/продолжительный,wine,,,,,,,
11,https://winestyle.ru/products/High-Roof-Citronnyj-Magaracha-Orange.html,Артикул: в224867,"""Хай Руф"" Цитронный Магарача Оранж, 750 мл",,620 ₽,in_stock,12 %,High Roof,Цитронный Магарача,Россия; Краснодарский край,Оранжевое; Сухое,среднее,0.75 л,умеренное,Олимп,https://olimpwine.ru,белое мясо; аперитив; салат; десерты,10–12 °С,манго; цукаты; сбалансированный; долгий/продолжительный; тонкий; вяжущий,wine,,,,,,,
12,https://winestyle.ru/products/Solnechnaya-Dolina-Chernyj-Polkovnik.html,Артикул: в59010,"Solnechnaya Dolina, ""Chernyj Polkovnik"", 750 мл",,1 409 ₽,in_stock,17.5 %,,Бастардо Магарачский; Кефесия; Одесский Черный; Эким-Кара; Джеват-Кара; Каберне Совиньон,Россия; Крым,Крепленое; Сладкое,полнотелое,0.75 л,тёмное,Солнечная Долина,http://sunvalley1888.ru/,десерты; дижестив; стейк; мясо на гриле; зрелые/выдержанные сыры; мясо под соусом,16–18 °С,свежий; шоколад; спелые фрукты; богатый; насыщенный/интенсивный; терпкий; долгий/продолжительный; мощный,wine,,,,,,,
13,https://winestyle.ru/products/Chateau-Tamagne-Nature-Orange.html,Артикул: в237918,"""Шато Тамань"" Натюр Оранж, 750 мл",,659 ₽,in_stock,14 %,Chateau Tamagne,Цитронный Магарача,Россия; Краснодарский край,Оранжевое; Полусухое,среднее,0.75 л,умеренное,Кубань-Вино,http://kuban-vino.ru/,птица; морепродукты/дары моря; закуски; универсальное вино,12 °С,свежий; сочный; цитрусовые; мед; плотный; приятный; терпкий; сладковатый; кислинка,wine,https://chateautamagne.ru,,,,,,
14,https://winestyle.ru/products/Valery-Zaharin-Avtorskoe-Vino-Sauvignon-Blanc.html,Артикул: в218890,"Valery Zaharin, ""Avtorskoe Vino"" Sauvignon Blanc, 750 мл",,749 ₽,in_stock,12 %,Валерий Захарьин; Авторское Вино,Совиньон Блан,Россия; Крым,Белое; Сухое,лёгкое,0.75 л,светлое,Бурлюк,https://burluk-winery.com,рыба; аперитив; морепродукты/дары моря; салат,10–12 °С,фруктовый; свежий; сухой; легкое; приятный; сбалансированный,wine,https://valeryzaharin.com/,,,,,,
15,https://winestyle.ru/products/Fleurs-du-Sud-Rouge-de-Tamagne.html,Артикул: в133337,"Шато Тамань ""Флёр дю Сюд"" Красное Тамани, 750 мл",,429 ₽,in_stock,12 %,Chateau Tamagne; Fleurs du Sud,Рубин Голодриги; Красностоп Анапский,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,тёмное,Кубань-Вино,http://kuban-vino.ru/,мясо; сыры,14–16 °С,фруктовый; цветочный; округлый; мягкий; бархатистый,wine,https://chateautamagne.ru,,,,,,
16,https://winestyle.ru/products/Solnechnaya-Dolina-Kagor-Solnechnoj-Doliny.html,Артикул: в63432,"Solnechnaya Dolina, ""Kagor Solnechnoj Doliny"", 750 мл",,1 070 ₽,in_stock,16 %,,Каберне Совиньон; Бастардо Магарачский; Красные сорта винограда; Одесский черный,Россия; Крым,Красное; Сладкое,среднее,0.75 л,тёмное,Солнечная Долина,http://sunvalley1888.ru/,выпечка; голубой сыр; шоколад; орехи; фруктовые салаты,16–18 °С,сочный; черная смородина; пряный/острый; сладкий; джем; маслянистый,wine,,,,,,,
17,https://winestyle.ru/products/Massandra-Oreanda-Sherry-Dry.html,Артикул: в28615,"Massandra, ""Oreanda"" Sherry, 750 мл",,1 250 ₽,in_stock,16 %,,Алиготе; Альбильо; Кокур; Ркацители; Совиньон Блан; Семильон; Серсиаль; Вердельо,Россия; Крым,Херес; Сухое,среднее,0.75 л,умеренное,Массандра,http://massandra.su/,птица; рыба; аперитив; морепродукты/дары моря; фрукты; орехи; оливки/маслины,8–10 °С,орехи; древесный; соль; насыщенный/интенсивный; сбалансированный; гармоничный; бархатистый; сложный,wine,,,,,,,
18,https://winestyle.ru/products/Zolotaya-Balka-ZB-Wine-Rose-Dry.html,Артикул: в84515,"Золотая Балка, ""ЗБ Вайн"" Розовое сухое, 750 мл",,809 ₽,in_stock,12.5 %,ZB Wine,Каберне Совиньон; Пино Блан; Пино Гри; Мерло,Россия; Крым; Севастополь,Розовое; Сухое,лёгкое,0.75 л,светлое,Золотая Балка,http://balaklavawine.ru,пицца; паста; сыры; азиатская кухня; тунец; суши; пикантная кухня; сашими; острые/пряные блюда,10-12 °С,ягоды; цитрусовые; легкое; освежающий; долгий/продолжительный; нежный; изысканный/элегантный,wine,http://zbwine.ru/,,,,,,
19,https://winestyle.ru/products/Viognier-de-Gai-Kodzor-2023.html,Артикул: в231693,"Viognier de Gai-Kodzor, 2023, 750 мл",1 199 ₽,1 480 ₽,in_stock,12.5 %,,Вионье,Россия; Краснодарский край; Гай-Кодзор,Белое; Сухое,среднее,0.75 л,светлое,ООО Виноградники Гай-Кодзора,http://gai-kodzor.ru/,рыба; курица; острые/пряные блюда,10–12 °С,фруктовый; минералы; сухой; утонченный; яркий; насыщенный/интенсивный,wine,,,,,,,
20,https://winestyle.ru/products/Inkerman-Chardonnay-Inkerman.html,Артикул: в80510,"Chardonnay Inkerman ""Winemaker's Selection"", 750 мл",789 ₽,879 ₽,in_stock,13 %,,Шардоне,Россия; Крым; Севастополь,Белое; Сухое,лёгкое,0.75 л,светлое,Инкерман,http://inkerman.ru/,рыба; белое мясо; морепродукты/дары моря; салат; мягкие сыры,9–12 °С,легкое; округлый; сбалансированный; гармоничный; освежающий,wine,,,,,,,
21,https://winestyle.ru/products/Fleurs-du-Sud-Rose-de-Tamagne.html,Артикул: в133336,"Шато Тамань, ""Флёр дю Сюд"" Роза Тамани, 750 мл",,399 ₽,in_stock,12.5 %,Chateau Tamagne; Fleurs du Sud,Траминер Розовый; Каберне Совиньон,Россия; Краснодарский край,Розовое; Сухое,лёгкое,0.75 л,светлое,Кубань-Вино,http://kuban-vino.ru/,рыба; белое мясо; салат; паста; овощи,8–10 °С,свежий; цитрусовые; лесные ягоды; карамель; мягкий; сбалансированный; гармоничный; долгий/продолжительный,wine,https://chateautamagne.ru,,,,,,
22,https://winestyle.ru/products/Aristov-Ancelotta.html,Артикул: в117975,"""Аристов"" Анчеллотта, 750 мл",,539 ₽,in_stock,12 %,Aristov,Анчеллотта,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,насыщенное,Кубань-Вино,http://kuban-vino.ru/,красное мясо; сыры; зрелые/выдержанные сыры,14–16 °С,сочный; плотный; долгий/продолжительный; бархатистый; вяжущий; густой,wine,https://aristovwine.ru,,,,,,
23,https://winestyle.ru/products/Alma-Valley-Autumn-Wine.html,Артикул: в184100,"Альма Валей, ""Осеннее Вино"", 750 мл",,870 ₽,in_stock,10.5 %,,Совиньон Блан; Мускат,Россия; Крым,Белое; Сладкое,лёгкое,0.75 л,светлое,Alma Valley,http://alma-valley.ru/,аперитив; морепродукты/дары моря; сыры; холодные закуски,9–12 °С,фруктовый; свежий; легкое; сладкий; мягкий; сбалансированный; гармоничный; нежный; обволакивающий,wine,,,,,,,
24,https://winestyle.ru/products/Massandra-Muskat.html,Артикул: в123896,"Massandra, Muskat, 750 мл",,490 ₽,in_stock,12 %,,Мускатные сорта винограда,Россия; Крым,Белое; Сухое,лёгкое,0.75 л,светлое,Массандра,http://massandra.su/,рыба; белое мясо; аперитив; морепродукты/дары моря; салат; сыры; закуски,10-12 °С,свежий; сочный; дыня; мед; гармоничный,wine,,,,,,,
25,https://winestyle.ru/products/Myskhako-Sauvignon-Blanc-750.html,Артикул: в223715,"Myskhako, Sauvignon Blanc, 750 мл",,749 ₽,in_stock,12.5 %,,Совиньон Блан,Россия; Краснодарский край,Белое; Сухое,среднее,0.75 л,бледное,Мысхако,https://myskhako.ru/,рыба; аперитив; морепродукты/дары моря; салат,10–12 °С,фруктовый; цитрусовые; сухой; приятный; сбалансированный; гармоничный; нежный; кислинка,wine,,,,,,,
26,https://winestyle.ru/products/Uroki-Francuzskogo-Cabernet-Franc.html,Артикул: в223124,"""Uroki Francuzskogo"" Cabernet Franc, 750 мл",799 ₽,889 ₽,in_stock,14.5 %,Уроки Французского,Каберне Фран,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,насыщенное,Chateau de Talu,http://chateaudetalu.ru/,мясо; жареное мясо; говядина; шашлык; жареное красное мясо; зрелые/выдержанные сыры; жареный цыпленок; гамбургер,16–18 °С,черные ягоды; насыщенный/интенсивный; приятный; терпкий; долгий/продолжительный; шелковистый; щедрый,wine,,1-2 года,,,,,
27,https://winestyle.ru/products/High-Roof-Cabernet-Franc.html,Артикул: в224868,"""Хай Руф"" Каберне Фран, 750 мл",,609 ₽,in_stock,12 %,High Roof,Каберне Фран,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,тёмное,Олимп,https://olimpwine.ru,мясо; сыры; фрукты; спагетти,16-18 °C,фруктовый; округлый; мягкий; сбалансированный; округлые танины; долгий/продолжительный,wine,,,,,,,
28,https://winestyle.ru/products/Loco-Cimbali-Riesling-2023.html,Артикул: в240366,"""Loco Cimbali"" Riesling, 2023, 750 мл",,1 899 ₽,in_stock,12.5 %,,Рислинг,Россия; Крым,Белое; Сухое,среднее,0.75 л,светлое,Золотая Балка,http://balaklavawine.ru,рыба; белое мясо; аперитив; морепродукты/дары моря; салат; курица; молодые сыры; легкие блюда,10–12 °С,фруктовый; цветочный; утонченный; округлый; сбалансированный; гладкий; изысканный/элегантный; кислинка,wine,,,,,,,
29,https://winestyle.ru/products/Chateau-Tamagne-Chardonnay-de-Tamagne-187.html,Артикул: в66880,"""Шато Тамань"" Шардоне, 0.187 литра",,189 ₽,in_stock,11.5 %,Chateau Tamagne,Шардоне,Россия; Краснодарский край,Белое; Сухое,лёгкое,187 мл,светлое,Кубань-Вино,http://kuban-vino.ru/,птица; рыба; морепродукты/дары моря; устрицы,12–14 °С,свежий; мягкий; гармоничный,wine,https://chateautamagne.ru,,,,,,
30,https://winestyle.ru/products/Zolotaya-Balka-ZB-Wine-Riesling.html,Артикул: в84512,"""ЗБ Вайн"" Рислинг, 750 мл",,819 ₽,in_stock,11 %,ZB Wine,Рислинг,Россия; Крым; Севастополь,Белое; Полусухое,среднее,0.75 л,светлое,Золотая Балка,http://balaklavawine.ru,рыба; морепродукты/дары моря; салат; закуски; суши; сашими,10–12 ºC,минералы; освежающий; нежный; изысканный/элегантный,wine,http://zbwine.ru/,,,,,,
31,https://winestyle.ru/products/Fleurs-du-Sud-Blanc-de-Tamagne.html,Артикул: в133334,"Шато Тамань ""Флёр дю Сюд"" Белое Тамани, 750 мл",,419 ₽,in_stock,11.5 %,Chateau Tamagne; Fleurs du Sud,Грюнер Вельтлинер,Россия; Краснодарский край,Белое; Сухое,среднее,0.75 л,светлое,Кубань-Вино,http://kuban-vino.ru/,рыба; белое мясо; сыры; рыба в соусе,7-13 °С,фруктовый; цветочный; свежий; сухой; мягкий; приятный; сбалансированный; гармоничный; чистый; кислинка,wine,https://chateautamagne.ru,,,,,,
32,https://winestyle.ru/products/Valery-Zaharin-Avtorskoe-Vino-Pinot-Noir.html,Артикул: в218892,"Valery Zaharin, ""Avtorskoe Vino"" Pinot Noir, 750 мл",,749 ₽,in_stock,12.5 %,Валерий Захарьин; Авторское Вино,Пино Нуар,Россия; Крым,Красное; Сухое,среднее,0.75 л,насыщенное,Бурлюк,https://burluk-winery.com,мясо; птица; дичь; зрелые/выдержанные сыры,16–18 °С,ягоды; пряный/острый; сухой; терпкий; горьковатый; кислинка,wine,https://valeryzaharin.com/,,,,,,
33,https://winestyle.ru/products/Kuban-Vino-Vysokij-Bereg-Gruner-Veltliner.html,Артикул: в107572,"Kuban-Vino, ""Vysokij Bereg"" Gruner Veltliner, 750 мл",,879 ₽,in_stock,13 %,Высокий Берег,Грюнер Вельтлинер,Россия; Краснодарский край,Белое; Сухое,лёгкое,0.75 л,бледное,Кубань-Вино,http://kuban-vino.ru/,птица; морепродукты/дары моря; сыры; грибы; лазанья,10–12 °С,специи/пряности; минералы; дыня; яблоки; легкое; мягкий,wine,https://vysokiyberegwine.ru,,,,,,
34,https://winestyle.ru/products/Massandra-Muskatel-Black.html,Артикул: в44637,"Massandra, Muskatel Black, 750 мл",,729 ₽,in_stock,16 %,,Мускатные сорта винограда; Другие сорта,Россия; Крым,Красное; Сладкое,среднее,0.75 л,насыщенное,Массандра,http://massandra.su/,десерты; дижестив; пирог; голубой сыр; сухофрукты,12–14 °С,чернослив; мягкий; насыщенный/интенсивный,wine,,,,,,,
35,https://winestyle.ru/products/Malbec-de-Gai-Kodzor-2023.html,Артикул: в236045,"Malbec de Gai-Kodzor, 2023, 750 мл",1 199 ₽,1 370 ₽,in_stock,13.5 %,,Мальбек,Россия; Краснодарский край; Гай-Кодзор,Красное; Сухое,среднее,0.75 л,насыщенное,ООО Виноградники Гай-Кодзора,http://gai-kodzor.ru/,мясо; сыры; мясо на гриле; твердые сыры; мясные закуски,16–18 °С,фруктовый; сочный; ягоды; специи/пряности; сухой; согревающий; бархатистый; кислинка; вяжущий,wine,,,,,,,
36,https://winestyle.ru/products/Derbent-Wine-Company-Di-Caspico-Rose.html,Артикул: в141713,"""Ди Каспико"" Розе, 750 мл",,699 ₽,in_stock,12 %,Di Caspico,Шардоне; Совиньон Блан; Рислинг; Мерло; Бианка,Россия; Дагестан; Дербент,Розовое; Сухое,среднее,0.75 л,светлое,Дербентская Винодельческая Компания,https://derbentwine.ru,рыба; аперитив; тунец; креветки; мясные закуски,10–12 °С,фруктовый; специи/пряности; богатый; сбалансированный,wine,,,,,,,
37,https://winestyle.ru/products/Chateau-Tamagne-Nuvole-Merlot-Cabernet-2022-187.html,Артикул: в226998,"""Нуволе"" Мерло-Каберне, 2022, 0.187 литра",,269 ₽,in_stock,12 %,Chateau Tamagne; Nuvole,Каберне Совиньон и Мерло,Россия; Краснодарский край,Красное; Сухое,среднее,187 мл,тёмное,Кубань-Вино,http://kuban-vino.ru/,мясо; сыры; мясное филе; мясные закуски; зрелые/выдержанные сыры,12–14 °С,фруктовый; сочный; пряный/острый; сухой; мягкий; приятный; сбалансированный; строгий,wine,https://chateautamagne.ru,,,,,,
38,https://winestyle.ru/products/Hazarskoe-Red-Dry.html,Артикул: в161305,"""Hazarskoe"" Red Dry, 750 мл",,679 ₽,in_stock,13 %,Хазарское,Денисовский; Каберне Совиньон; Красностоп Золотовский; Мерло; Молдова; Саперави Северный; Цимлянский черный,Россия; Ростовская область,Красное; Сухое,среднее,0.75 л,насыщенное,Цимлянские Вина,http://vinoigristoe.ru/,мясо; дичь; сыры,16–18 °С,фруктовый; сухой; чернослив; мягкий; насыщенный/интенсивный; приятный; округлые танины,wine,,,,,,,
39,https://winestyle.ru/products/Omega-Bay-Pinot-Noir.html,Артикул: в73024,"""Omega Bay"" Pinot Noir, 750 мл",,820 ₽,in_stock,12 %,Валерий Захарьин; Бухта Омега,Пино Нуар,Россия; Крым,Красное; Полусладкое,среднее,0.75 л,насыщенное,Interfin,http://interfin-wine.com,мясо; сыры; десерты; фрукты; пирог; паштет,16–18 °С,фруктовый; округлый; приятный; сбалансированный; терпкий; долгий/продолжительный; сладковатый; бархатистый,wine,https://valeryzaharin.com/,,,,,,
40,https://winestyle.ru/products/Chateau-Tamagne-Cabernet-de-Tamagne-187.html,Артикул: в66878,"""Шато Тамань"" Каберне, 0.187 литра",,189 ₽,in_stock,12 %,Chateau Tamagne,Каберне Совиньон,Россия; Краснодарский край,Красное; Сухое,среднее,187 мл,насыщенное,Кубань-Вино,http://kuban-vino.ru/,мясо; птица; дичь; говядина; жаркое; ризотто; рагу; бобы; шницель; телятина; фасоль,16–18 °С,свежий; богатый; насыщенный/интенсивный; гармоничный,wine,https://chateautamagne.ru,,,,,,
41,https://winestyle.ru/products/Massandra-Kagor-South-Coast.html,Артикул: в62702,"Massandra, Kagor ""South Coast"", 750 мл",,1 209 ₽,in_stock,16 %,,Саперави,Россия; Крым,Красное; Сладкое,среднее,0.75 л,тёмное,Массандра,http://massandra.su/,десерты; фрукты; мороженое; фруктовый десерт,16–18 °С,сочный; округлый; мягкий; приятный; терпкий; долгий/продолжительный; сладковатый,wine,,,,,,,
42,https://winestyle.ru/products/Good-Steak-Merlot-187.html,Артикул: в125302,"""Гуд Стейк"" Мерло, 0.187 литра",,229 ₽,in_stock,12 %,Good Steak,Мерло,Россия; Краснодарский край,Красное; Сухое,среднее,187 мл,насыщенное,Олимп,https://olimpwine.ru,мясо; ростбиф; красное мясо; говядина; кролик/крольчатина; спагетти; стейк; макароны; паштет; телятина; тушеное мясо; террин,16-18 °С,сочный; красные ягоды; темные ягоды; округлый; яркий; гармоничный,wine,,,,,,,
43,https://winestyle.ru/products/Kuban-Vino-Vysokij-Bereg-Merlot.html,Артикул: в107554,"Kuban-Vino, ""Vysokij Bereg"" Merlot, 750 мл",699 ₽,1 009 ₽,in_stock,13.5 %,Высокий Берег,Мерло,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,умеренное,Кубань-Вино,http://kuban-vino.ru/,белое мясо; красное мясо; сыры; рагу; горячие закуски; овощи гриль,16–18 °С,шоколад; черные ягоды; мягкий; сбалансированный; округлые танины; сладкие специи,wine,https://vysokiyberegwine.ru,,,,,,
44,https://winestyle.ru/products/Usadba-Divnomorskoe-Vtoraya-Liniya-Yuzhnyy-Les-2022.html,Артикул: в224260,"Usadba Divnomorskoe, ""Terruar Vtoraya Liniya"" Yuzhnyy Les, 2022, 750 мл",,1 590 ₽,in_stock,13.3 %,Терруар Вторая Линия,Мерло; Марселан,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,насыщенное,Винодельня Усадьба Дивноморское,https://usadbadivnomorskoe.ru,мясо; дичь; красное мясо; сыры; жаркое; мясо на гриле,16–18 °С,черные ягоды; сбалансированный; долгий/продолжительный,wine,,,,,,,
45,https://winestyle.ru/products/Denisov-Winery-Rkatsiteli-2021.html,Артикул: в208033,"Денисов Вайнери, Ркацители, 2021, 750 мл",,1 260 ₽,in_stock,12 %,,Ркацители,Россия,Белое; Сухое,лёгкое,0.75 л,светлое,Denisov Winery,,птица; выпечка; мягкие сыры,10–12 °С,фруктовый; свежий; минералы; сухой; легкое; гармоничный,wine,,,,,,,
46,https://winestyle.ru/products/Sober-Bash-Classic-Krasnostop-2022.html,Артикул: в242684,"Sober Bash, ""Classic"" Krasnostop, 2022, 750 мл",,1 119 ₽,in_stock,13 %,,Красностоп Золотовский,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,тёмное,Собер Баш,http://soberbashvino.ru,жареное мясо; паста; мясо на гриле; тушеное мясо; зрелые/выдержанные сыры,15–18 °С,специи/пряности; дуб; сухой; черные ягоды; темный шоколад; мягкий; насыщенный/интенсивный; сбалансированный; долгий/продолжительный,wine,,,,,,,
47,https://winestyle.ru/products/Chateau-Tamagne-Select-Blanc-750.html,Артикул: в72589,"""Шато Тамань"" Селект Блан, 750 мл",,709 ₽,in_stock,12.5 %,Chateau Tamagne; Селект,Шардоне,Россия; Краснодарский край,Белое; Сухое,лёгкое,0.75 л,светлое,Кубань-Вино,http://kuban-vino.ru/,птица; морепродукты/дары моря; закуски,12–14 °С,фруктовый; свежий; минералы; гармоничный,wine,https://chateautamagne.ru,,,,,,
48,https://winestyle.ru/products/Abrau-Durso-Abrau-Light-Zero.html,Артикул: в198908,"""Абрау Лайт"" Безалкогольный, 750 мл",,490 ₽,in_stock,Безалкогольное - 0.0%,Abrau Light,,Россия; Краснодарский край,Игристый винный напиток; Полусладкое,лёгкое,0.75 л,светлое,Абрау-Дюрсо (Русский Шампанский Дом),http://www.abraudurso.ru/,аперитив; лед; коктейли; фруктовый десерт; мусс,8–10 °С,фруктовый; легкое; приятный; освежающий; фруктовая кислинка; сладковатый,wine,,,,,,,
49,https://winestyle.ru/products/Semisam-Red-Dry-2022.html,Артикул: в223826,"""Semisam"" Red Dry, 2022, 750 мл",799 ₽,1 160 ₽,in_stock,13.5 %,Семисам,Мальбек; Мерло; Сира; Каберне Фран; Каберне Совиньон,Россия; Краснодарский край; Гай-Кодзор,Красное; Сухое,среднее,0.75 л,умеренное,Шумринка,https://shumrinkawine.ru,мясо; гриль; стейк; мясо на гриле; ягнятина; холодные закуски; мясные закуски; горячие закуски; кавказская кухня,12–14 °С,ягоды; смородина; ежевика; пряный/острый; черешня; полный; сбалансированный; долгий/продолжительный,wine,,,,,,,
50,https://winestyle.ru/products/Tokaj-Massandra.html,Артикул: в122280,"Tokaj ""Massandra"", 750 мл",,879 ₽,in_stock,16 %,,Фурминт; Гарс Левелю; Москато Бьянко; Кокур,Россия; Крым,Десертное; Сладкое,среднее,0.75 л,умеренное,Массандра,http://massandra.su/,фрукты; дижестив; ягоды; фруктовый десерт; ягодный десерт,12-14 °С,груша; айва; плотный; сладкий; мягкий; насыщенный/интенсивный; стойкий,wine,,,,,,,
51,https://winestyle.ru/products/Massandra-Lacryma-Christi.html,Артикул: в70118,"Massandra, ""Lacryma Christi"", 750 мл",,979 ₽,in_stock,16 %,,Алеатико,Россия; Крым,Красное; Сладкое,среднее,0.75 л,тёмное,Массандра,http://massandra.su/,десерты; фрукты; мороженое,16–18 °С,шоколад; красные ягоды; сладкий; долгий/продолжительный; щедрый; обволакивающий,wine,,,,,,,
52,https://winestyle.ru/products/Cloudy-Winery-Plohaya-Devochka-Pinot-Noit-2022.html,Артикул: в224240,"Клауди Вайнери, ""Плохая Девочка"" Пино Нуар, 2022, 750 мл",,1 480 ₽,in_stock,12 %,Cloudy Winery; Плохая Девочка,Пино Нуар,Россия; Краснодарский край,Красное; Сухое,лёгкое,0.75 л,насыщенное,Кубань-Вино,http://kuban-vino.ru/,аперитив; закуски; барбекю; колбасные изделия,10–14 °С,сочный; ягоды; легкое; мягкий; приятный; сливочный; горьковатый; нежный,wine,,,,,,,
